point_id,timestamp,time_from_start,x_pixel,y_pixel,x_normalized,y_normalized,velocity_px_per_sec,movement_direction_x,movement_direction_y,acceleration,movement_type,is_fixation,fixation_duration,fixation_center_x,fixation_center_y,estimated_line,estimated_word_position,session_duration,total_fixations,average_velocity,reading_speed_wpm,fixation_rate
0,1755867949.427313,13.04496145248413,48,127,0.044444444444444446,0.1763888888888889,1247.500572625025,0,0,0,saccade,False,0,0,0,3.5277777777777777,0.5333333333333333,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
1,1755867949.4593165,13.076964855194092,41,154,0.03796296296296296,0.21388888888888888,871.5526787806606,-7,27,0,saccade,False,0,0,0,4.277777777777778,0.45555555555555555,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
2,1755867949.490756,13.108404397964478,35,180,0.032407407407407406,0.25,848.7187082563695,-6,26,-22.83397052429109,saccade,True,0,0,0,5.0,0.3888888888888889,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
3,1755867949.5232859,13.140934228897095,31,201,0.028703703703703703,0.2791666666666667,657.1678276076432,-4,21,-191.55088064872632,saccade,True,0.22497987747192383,21.0625,229.796875,5.583333333333333,0.34444444444444444,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
4,1755867949.5546594,13.17230772972107,27,219,0.025,0.30416666666666664,587.7281282073317,-4,18,-69.4396994003115,saccade,True,0.22497987747192383,21.0625,229.796875,6.083333333333333,0.3,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
5,1755867949.5866606,13.204308986663818,25,232,0.023148148148148147,0.32222222222222224,411.0134318004079,-2,13,-176.7146964069238,saccade,True,0.22497987747192383,21.0625,229.796875,6.444444444444445,0.2777777777777778,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
6,1755867949.6182013,13.235849618911743,23,244,0.021296296296296296,0.3388888888888889,385.7096130784398,-2,12,-25.30381872196807,saccade,True,0.22497987747192383,21.0625,229.796875,6.777777777777778,0.25555555555555554,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
7,1755867949.6505892,13.268237590789795,21,250,0.019444444444444445,0.3472222222222222,195.27481819949023,-2,6,-190.4347948789496,smooth_pursuit,True,0.22497987747192383,21.0625,229.796875,6.944444444444445,0.23333333333333334,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
8,1755867949.6834412,13.301089525222778,19,219,0.017592592592592594,0.30416666666666664,945.5896485300839,-2,-31,750.3148303305936,saccade,True,0.22497987747192383,21.0625,229.796875,6.083333333333333,0.2111111111111111,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
9,1755867949.715736,13.333384275436401,18,187,0.016666666666666666,0.25972222222222224,991.3568296824585,-1,-32,45.76718115237463,saccade,False,0,0,0,5.194444444444445,0.2,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
10,1755867949.764498,13.38214635848999,17,164,0.01574074074074074,0.22777777777777777,472.1235727592299,-1,-23,-519.2332569232286,saccade,False,0,0,0,4.555555555555555,0.18888888888888888,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
11,1755867949.797188,13.414836406707764,17,143,0.01574074074074074,0.1986111111111111,642.3973394013653,0,-21,170.27376664213546,saccade,False,0,0,0,3.9722222222222223,0.18888888888888888,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
12,1755867949.8302057,13.447854042053223,16,124,0.014814814814814815,0.17222222222222222,576.2465237552874,-1,-19,-66.15081564607794,saccade,False,0,0,0,3.4444444444444446,0.17777777777777778,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
13,1755867949.8632064,13.480854749679565,16,103,0.014814814814814815,0.14305555555555555,636.3499909691868,0,-21,60.10346721389942,saccade,False,0,0,0,2.861111111111111,0.17777777777777778,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
14,1755867949.894375,13.512023448944092,16,87,0.014814814814814815,0.12083333333333333,513.3355057331466,0,-16,-123.01448523604017,saccade,False,0,0,0,2.4166666666666665,0.17777777777777778,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
15,1755867949.926927,13.544575452804565,15,76,0.013888888888888888,0.10555555555555556,339.31431885209145,-1,-11,-174.0211868810552,saccade,False,0,0,0,2.111111111111111,0.16666666666666666,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
16,1755867949.9592695,13.576917886734009,119,62,0.11018518518518519,0.08611111111111111,3244.594306281553,104,-14,2905.2799874294615,saccade,False,0,0,0,1.7222222222222223,1.3222222222222222,23.539670705795288,40,875.1575057093454,481.52136857147497,1.6992591145360545
