norm_x_L,norm_y_L,norm_x_R,norm_y_R,target_x,target_y
0.4475977744952047,-0.0437886961519371,0.4943319417141429,-0.22054126875959765,135,90
0.44737232014333783,-0.08146270932796745,0.5165517570816681,-0.2113720718727724,135,90
0.44786855773072315,-0.05022506975704133,0.5042603601034192,-0.247254645299708,135,90
0.4446413267782836,-0.07433055644295906,0.5029485691738889,-0.2036924015868172,135,90
0.45292742157574545,-0.05035926139090311,0.49602093018515875,-0.2105229727540945,135,90
0.45803263086604284,-0.05635360184653871,0.4926461960614026,-0.22450433666859956,135,90
0.4532859913080518,-0.04037159673876147,0.5109449265866683,-0.22311282195862991,135,90
0.4608584829319405,-0.034980442321723,0.47846481036218297,-0.2164011578077295,135,90
0.45966294645713784,-0.0797680740454818,0.5097344014246248,-0.19804804647906457,135,90
0.4509728399102347,-0.048784248048127,0.49588626049632434,-0.21698562995702808,135,90
0.4993228717996477,-0.002961797042583851,0.5206687806284231,-0.181721141186844,540,90
0.49293090427241554,-0.011331392364873301,0.5198266427518278,-0.1804721655494025,540,90
0.4908534131580912,0.004449341619869645,0.5264118862046536,-0.17482698658717422,540,90
0.48129249537437024,-0.018307773969098537,0.5171525359932249,-0.16718759762693217,540,90
0.4798721086394841,-0.01640033838989584,0.5178711737938442,-0.15589547482472912,540,90
0.4819283078252528,-0.0042404286791119855,0.505374443707003,-0.166626985071784,540,90
0.4751712660908558,-0.029874977668987,0.5212105248304343,-0.15758109821574826,540,90
0.4763064463786648,0.015281525440033812,0.5196374279406005,-0.13941383451549436,540,90
0.4947302347590123,-0.004335845122486843,0.5144265692024192,-0.16371831267964002,540,90
0.48666232280899296,-0.0037534640614585893,0.5256148437173183,-0.14208422128410747,540,90
0.5010912149894254,0.05555300658320452,0.5141027013596688,-0.12543801736834087,945,90
0.49165955289001734,0.07399490955285015,0.5158328158547326,-0.14749510344689645,945,90
0.48552221019403785,0.05752903875339975,0.5150407490344726,-0.10876715819072894,945,90
0.4883014352499024,0.036249214662826074,0.5211503069353993,-0.09672385953792989,945,90
0.4927753495265697,0.02977361044570681,0.5143949351380918,-0.11684642510981419,945,90
0.4934163192309633,0.04341073447736262,0.5291794717284323,-0.1202390079870565,945,90
0.4877762212057619,0.03837580184260763,0.5234851164700765,-0.09697214059192519,945,90
0.49782510985202627,0.05778267044815427,0.5240801608257565,-0.13372579131473425,945,90
0.48919252208313946,0.05060205340326875,0.5304432527966901,-0.10110199614352906,945,90
0.494613154914652,0.05601661641052737,0.5189848149427192,-0.11207474091109561,945,90
0.4608438237608182,-0.028857235512759746,0.501584380108345,-0.18611730727283438,135,360
0.4571085311132611,-0.025425966861636572,0.5209007337974509,-0.17997581082843886,135,360
0.45976292521715917,-0.059019361225340794,0.5077899118479384,-0.18675744731225932,135,360
0.4546012561520812,-0.02046869488612768,0.46725342806289266,-0.1911150095454311,135,360
0.458470345092079,-0.047354383061913155,0.4892498465867421,-0.15963309938588796,135,360
0.45778722647180237,-0.028881081600148347,0.476250641534083,-0.15693653244747804,135,360
0.45684874782158047,-0.05229113975411499,0.48978916725476357,-0.1646320126037001,135,360
0.4495815810799068,-0.014457225783689147,0.49498719824433063,-0.16559198751363435,135,360
0.4609232987670816,-0.006866482647603494,0.48119710401621457,-0.15169609290668387,135,360
0.44866412962454394,-0.018471274999068307,0.4872256089821467,-0.13361514626121834,135,360
0.4834162006304414,-0.03216030798084991,0.5214484515587494,-0.15667315893283826,540,360
0.49269531642887343,0.01711144989167937,0.5134917704156995,-0.17127818133324965,540,360
0.49677706029209956,-0.033765568784100426,0.5161846429581757,-0.15105034186566946,540,360
0.4984534148328308,-0.0052039564597906865,0.5226291618612219,-0.1539563367449491,540,360
0.4848070925760363,-0.022057054420839755,0.5067166362113309,-0.13548847417019289,540,360
0.47554823211147795,-0.00019619756461861725,0.5099888970717429,-0.12950355177219436,540,360
0.48031616086494716,-0.017010759908123615,0.5123619682096635,-0.15284593994966567,540,360
0.47669873620754305,-0.012425369659876614,0.5116718545737863,-0.16131372981524725,540,360
0.48126079996301285,-0.014592922653098238,0.5053607284261761,-0.18742355285951112,540,360
0.48551505974335235,-0.02604051727942799,0.5074917199764076,-0.18707328531161918,540,360
0.5088175942164394,0.05193700450641685,0.5482129389841465,-0.07461285857384133,945,360
0.5124265088648682,0.05775673683770119,0.5482837018367437,-0.07583528495272925,945,360
0.4946587578966184,0.057139283792434416,0.5464562090903469,-0.09731742960676912,945,360
0.5152612646724726,0.07506163940334695,0.5431303283671958,-0.08364643693627533,945,360
0.5000357997619077,0.034223538034711044,0.5580122995123435,-0.09403550295857988,945,360
0.5106817816492273,0.06065428163630489,0.5501946020805311,-0.09668431758997617,945,360
0.502489179841944,0.06332752953301529,0.556124980335685,-0.0887918851079698,945,360
0.5093618145967108,0.054846741317921464,0.5514749958039946,-0.06104135502836139,945,360
0.5094547894199636,0.06368634733668929,0.5475493301143766,-0.09266218903360837,945,360
0.5094309171552693,0.08181781075763883,0.5573140293572386,-0.089637164220347,945,360
0.47166391340820346,-0.039538535230334765,0.5109003567322368,-0.14184795545972828,135,630
0.47292822946029595,0.037960420727561686,0.5015981523577971,-0.15128872414550074,135,630
0.4626375020939405,0.02636798255524114,0.4828997196311773,-0.11295995042218607,135,630
0.45855894984808293,0.012411827501136475,0.4753195343061741,-0.12471704486445882,135,630
0.46935995887966336,-0.007893818283360676,0.5119052312429012,-0.11381890969511463,135,630
0.4700897322417525,0.0268816106852829,0.5084507756165603,-0.12027169437940301,135,630
0.4650410557044181,0.011443238329501096,0.510398335214606,-0.1123804385232223,135,630
0.4773504420011264,0.002806235676694113,0.5105920553526926,-0.13204118611604868,135,630
0.4680277618597812,0.04687380050108522,0.5041977025437707,-0.16299445038895444,135,630
