norm_x_L,norm_y_L,norm_x_R,norm_y_R,target_x,target_y
0.46362471296559693,-0.14330873698441213,0.5122587382464957,-0.2997727379322989,135,90
0.4594672378549931,-0.1488385492159208,0.5114973487388645,-0.2936168152921055,135,90
0.4594503404277543,-0.14139342424305845,0.5121395723906458,-0.31285977426864925,135,90
0.4642131747581281,-0.16699318615682646,0.5084624134436135,-0.3415053671539261,135,90
0.45925410876686834,-0.16492219075898984,0.5164446723183176,-0.33963748379533004,135,90
0.4679913281358179,-0.17465794659745074,0.5283408715733756,-0.3033128012890422,135,90
0.4708541715893187,-0.1701570058827721,0.521538072412538,-0.33167916558562344,135,90
0.46444242027037536,-0.17140303595271938,0.5164633504400512,-0.3235895590204377,135,90
0.46089450965670176,-0.19459951447211962,0.5187989881890149,-0.32622460645501716,135,90
0.4734913011424669,-0.1552086931469367,0.5136340333623537,-0.3268691572969058,135,90
0.5051823326794017,-0.09200765196148872,0.5004944429830545,-0.25019698053741724,540,90
0.48235832714992816,-0.04548516130805922,0.5060228195066975,-0.23370921235940612,540,90
0.4812446111060597,-0.06343084898681317,0.5247690811081538,-0.22416043685481044,540,90
0.4822570521283931,-0.04436191137016729,0.5236063582165364,-0.21371468140283228,540,90
0.48311948990744924,-0.047263555974504,0.524094278467107,-0.20486031180628755,540,90
0.4779080416509848,-0.07821607427284076,0.5246239530455618,-0.1868278671187921,540,90
0.4795767519147392,-0.07194504645928147,0.5262490452927528,-0.19504302201301996,540,90
0.4790075601669329,-0.046667165122187576,0.5212660284477683,-0.22825200144501828,540,90
0.4775098944655939,-0.06436684293227526,0.5157686386064679,-0.21518379614852645,540,90
0.4836989765758727,-0.030811692349032426,0.5190550057074831,-0.18766862476800564,540,90
0.462628212708117,-0.03168788191455806,0.48611215138069575,-0.17202320131500035,945,90
0.4812061458615224,0.030354626667734353,0.4984671530661429,-0.1522505611861673,945,90
0.478938168616954,0.0210586748701296,0.4932426246260259,-0.13626947671800416,945,90
0.48122407413817286,0.053111530551877624,0.49678849318348733,-0.09724737707064658,945,90
0.47958874912098726,0.02564710055358422,0.4839588529598418,-0.09211121619278902,945,90
0.47460776117365755,0.03961738801557431,0.48898965920198734,-0.10714837266313369,945,90
0.4880784461902203,0.06597912785342816,0.4935504773424338,-0.11798340878758537,945,90
