norm_x_L,norm_y_L,norm_x_R,norm_y_R,target_x,target_y
0.4198607358786056,-0.08479917947545491,0.47328940024163535,-0.3334448028307761,135,90
0.43090512795802327,-0.1025140611894947,0.4895641621690404,-0.32791564015787633,135,90
0.4202286543679926,-0.06125660635943321,0.4796445550838117,-0.32607457307028453,135,90
0.4223728813559322,-0.06034843844079688,0.4811934508764147,-0.3336936094964987,135,90
0.4340812325850916,-0.1003042787516493,0.48345858694391364,-0.3084462879292892,135,90
0.4276627065024914,-0.07408976597142108,0.4758842477043594,-0.3415977961432507,135,90
0.4169530427591677,-0.08684887199805935,0.48559227503705593,-0.3538117302685714,135,90
0.4140452718283888,-0.07723968253968254,0.4833032988856607,-0.3370235539995651,135,90
0.41712258743749586,-0.09393565084406799,0.4871028272599863,-0.34072667485666114,135,90
0.42326491751147133,-0.09440223897602794,0.4825346258164952,-0.3162584144042438,135,90
0.45461830749641247,-0.04257072590758807,0.5159682316553204,-0.30287078810642404,540,90
0.4523298633837306,-0.06936246094673319,0.5108357178497602,-0.3000405110039192,540,90
0.4550214659369864,-0.050654850524298446,0.5129368139837273,-0.30553941944255397,540,90
0.4487925331703668,-0.0759507974966681,0.5172152113907349,-0.30435325518597717,540,90
0.45207726403415455,-0.060073288381408706,0.5107411199752465,-0.29011387844199565,540,90
0.4455254214699807,-0.07301873953098828,0.5172991247085684,-0.3510029372058233,540,90
0.4469095013196963,-0.09005402706702566,0.5216172174638819,-0.35231637512707387,540,90
0.45228511475063676,-0.08301369587918708,0.5170703656998739,-0.3205356883666472,540,90
0.45428298252608984,-0.056609384448741716,0.5174430144899357,-0.3131453228540607,540,90
0.45083195117962177,-0.04761409221369946,0.5132804373593943,-0.3132068619788583,540,90
0.48262682858191724,-0.07517467010548437,0.5369877813082155,-0.3087477842844283,945,90
0.4800084388845045,-0.08494838047618064,0.5377286018734202,-0.30895670257113106,945,90
0.48257617882833975,-0.04885596691604405,0.5459717895021834,-0.27836240449762145,945,90
0.484137362185248,-0.07289622559857742,0.549431265549333,-0.2789055560295291,945,90
0.48795113967224435,-0.06994606491404295,0.5468334855102863,-0.2850330708247673,945,90
0.48129717793716914,-0.0916429959635222,0.542260733054927,-0.3058745978751699,945,90
0.4584297711864165,-0.0600254954567689,0.5950409473469295,-0.35740007905928145,945,90
0.4959819929514242,-0.09049764840097177,0.5488735558474177,-0.32362072434060646,945,90
0.48770005855491155,-0.08531110855737782,0.5461024727019441,-0.3184457664843576,945,90
0.49258253176874756,-0.0989303961390945,0.5550824896090829,-0.29182796760813745,945,90
0.4172139135067898,-0.030471102731295992,0.47365312100467705,-0.2890789320164858,135,360
0.4221789843713467,-0.016438917922334966,0.4775353743767131,-0.27958781413954026,135,360
0.4088417968451948,-0.0033796137631121963,0.47308432477391893,-0.29379471288113546,135,360
0.4250910120706426,-0.01725586494773496,0.478926070700548,-0.30500376253834893,135,360
0.417865450785907,-0.01778240908337365,0.4815130566184106,-0.29648636012358554,135,360
0.40337712195429354,-0.019288489767722995,0.4817323643658766,-0.2818941946970179,135,360
0.41133904181550746,-0.012156259443421883,0.48248323143767424,-0.2915562596870361,135,360
0.4115876033737371,0.02395572353147852,0.4769934064868534,-0.29940734299922905,135,360
0.4108618677988624,0.0018804378332865563,0.4777545728785173,-0.2930874809643222,135,360
0.40754404929634486,-0.012206092373267556,0.47661392955109855,-0.2915270728983536,135,360
0.4408229091979292,-0.043720520395998545,0.5137651953455112,-0.29999432546464433,540,360
0.4420227561542729,-0.05546964667395174,0.5074488731447628,-0.3066840597234635,540,360
0.4484804009057471,-0.030588001858881643,0.51751988496385,-0.2952630361509484,540,360
0.4421517670495553,-0.05179217698897908,0.5093146656824603,-0.29649440711008596,540,360
0.443607382533924,-0.04315212021057294,0.513092105395212,-0.28397109465370757,540,360
0.44176681124244915,-0.06340493028717652,0.5133760175208555,-0.28834400453896675,540,360
0.4447946808953113,-0.05041547556839722,0.5122451580793765,-0.2810802325788384,540,360
0.44637633446840413,-0.0511505084459697,0.5211307685787288,-0.28532097532285133,540,360
0.4456708425188442,-0.03862080968054013,0.5186879350230834,-0.2801206160055263,540,360
0.44082719062512027,-0.02808954415630923,0.5180743338801833,-0.2633363732867749,540,360
0.4826293147776952,-0.049738375297879014,0.5538546005224873,-0.2994849927918717,945,360
0.4771509347608206,-0.04825226097511349,0.5490534394485125,-0.26631223200760007,945,360
0.4898870345748564,-0.04649363438137441,0.5588358186874371,-0.3031655102020461,945,360
0.4880023799189462,-0.061910988627424425,0.5520279748306681,-0.2907330412701956,945,360
0.48838507026534606,-0.06502908971035024,0.5555880854886642,-0.27027980966675186,945,360
0.496576728050945,-0.04246350134191409,0.5523917079954023,-0.2923025939703239,945,360
0.4863145534163466,-0.05216055043421125,0.5471717078309256,-0.2985768743770037,945,360
0.4912998102187344,-0.07985408306474932,0.5471403816313017,-0.26524402678870046,945,360
0.48940539594915056,-0.07843384329111783,0.5386514278386458,-0.27420323005128155,945,360
0.4880799166513452,-0.08210201585022073,0.5377964854135411,-0.27765270770034506,945,360
0.41002098163656764,-0.015499675027141085,0.4809712633048724,-0.26278959402907803,135,630
0.41732987185594705,0.001365837506725715,0.47428652813467254,-0.2516714599271065,135,630
0.42351492517665357,0.016277577029735542,0.47687354045735547,-0.2711240300036097,135,630
0.42213855376251636,0.005902970571904497,0.47947097509856984,-0.26608722845207056,135,630
0.4134374039800638,0.027805595210193254,0.48665983224229975,-0.2535680238262576,135,630
0.41050443855107904,0.030572454971486647,0.47325254600948896,-0.26087710733056857,135,630
0.4094386993242571,0.017375579702067198,0.47122787731330856,-0.26592669005816205,135,630
0.41804219392439423,-0.0054971925052562445,0.47489857139095437,-0.23678525033171471,135,630
